user_id,country,gender,years_of_experience,no_of_apply,no_of_pass,no_of_hire,avg_apply_pass,avg_pass_hire,no_of_event_reg,signup_year,current_inactive_days,education_level,job_role,skills
2212,South Korea,male,0,7,0,0,0,0,0,2018,43,Graduated College,HR Manager,Staffing
2217,South Korea,male,0,0,0,0,0,0,0,2018,15,No College,Manufacturing Engineer,HTML|CSS|Zeplin|Git
2217,South Korea,male,0,0,0,0,0,0,0,2018,0,No College,Manufacturing Engineer,HTML|CSS|Zeplin|Git
2221,South Korea,female,0,0,0,0,0,0,0,2018,1074,Graduated College,Service Planner,IR|Commercial Law|Regulatory Filings
2221,South Korea,female,0,0,0,0,0,0,0,2018,1074,Graduated College,Service Planner,IR|Commercial Law|Regulatory Filings
2223,China,female,0,0,0,0,0,0,0,2018,953,Graduated College,Graphic Designer,Figma
2223,China,female,0,0,0,0,0,0,0,2018,953,Graduated College,Graphic Designer,Figma
2226,South Korea,female,0,0,0,0,0,0,0,2018,58,Graduated College,Data Scientist,AWS|Azure
2226,South Korea,female,0,0,0,0,0,0,0,2018,50,Graduated College,Data Scientist,AWS|Azure
2231,South Korea,male,0,4,4,0,0.9,0,0,2018,1143,No College,Product Designer,Adobe Photoshop|Sketch|Adobe Illustrator|UI Design|Adobe XD|Graphic Design|Figma|Typography|Sketching|CSS|HTML|Branding|HCI|Web Design|Interaction Design|Service Design|3D
2231,South Korea,male,0,4,4,0,0.9,0,0,2018,1143,No College,Product Designer,Adobe Photoshop|Sketch|Adobe Illustrator|UI Design|Adobe XD|Graphic Design|Figma|Typography|Sketching|CSS|HTML|Branding|HCI|Web Design|Interaction Design|Service Design|3D
2232,South Korea,male,0,1,0,0,0,0,0,2018,1153,Graduated College,Product Designer,Graphic Design|Web Design|Branding|Figma|Adobe Photoshop|Adobe Illustrator
2232,South Korea,male,0,1,0,0,0,0,0,2018,1153,Graduated College,Product Designer,Graphic Design|Web Design|Branding|Figma|Adobe Photoshop|Adobe Illustrator
2234,South Korea,male,0,0,0,0,0,0,0,2018,60,Graduated College,Marketer,Google Analytics
2234,South Korea,male,0,0,0,0,0,0,0,2018,1,Graduated College,Marketer,Google Analytics
2237,South Korea,female,0,3,0,0,0,0,0,2018,1038,Graduated College,Video Editing Specialist,Adobe
2237,South Korea,female,0,3,0,0,0,0,0,2018,1038,Graduated College,Video Editing Specialist,Adobe
2244,South Korea,male,0,16,0,0,0,0,0,2018,1123,Graduated College,Teacher,Axure|Google Analytics|JIRA|Excel|SQL
2244,South Korea,male,0,16,0,0,0,0,0,2018,1123,Graduated College,Teacher,Axure|Google Analytics|JIRA|Excel|SQL
2248,South Korea,male,0,4,3,0,1.7,0,0,2018,1059,Graduated College,Editor,AMPL|Tableau
2248,South Korea,male,0,4,3,0,1.7,0,0,2018,1059,Graduated College,Editor,AMPL|Tableau
2251,South Korea,male,0,0,0,0,0,0,0,2018,24,Graduated College,Writer,Adobe|Adobe InDesign
2251,South Korea,male,0,0,0,0,0,0,0,2018,8,Graduated College,Writer,Adobe|Adobe InDesign
2252,Sweden,male,0,30,0,0,0,0,0,2018,1108,Graduated College,Safety Manager,AWS|Azure
2252,Sweden,male,0,30,0,0,0,0,0,2018,1108,Graduated College,Safety Manager,AWS|Azure
2253,South Korea,female,0,9,0,0,0,0,0,2018,46,Graduated College,Mobile Designer,Adobe Photoshop|Adobe Illustrator
2253,South Korea,female,0,9,0,0,0,0,0,2018,21,Graduated College,Mobile Designer,Adobe Photoshop|Adobe Illustrator
2257,South Korea,male,0,3,0,0,0,0,0,2018,953,Graduated College,"C,C++ Developer",Java|Kotlin|Git
2257,South Korea,male,0,3,0,0,0,0,0,2018,953,Graduated College,"C,C++ Developer",Java|Kotlin|Git
2260,South Korea,male,0,0,0,0,0,0,0,2018,1150,Graduated College,UX Designer,Adobe Photoshop|Adobe Illustrator
2260,South Korea,male,0,0,0,0,0,0,0,2018,1150,Graduated College,UX Designer,Adobe Photoshop|Adobe Illustrator
2262,Vietnam,male,0,8,0,0,0,0,0,2018,960,Graduated College,Strategic Planner,Advertising Operations
2262,Vietnam,male,0,8,0,0,0,0,0,2018,960,Graduated College,Strategic Planner,Advertising Operations
2263,South Korea,female,0,3,0,0,0,0,0,2018,953,Graduated College,Business Support Manager,AWS|DevOps
2263,South Korea,female,0,3,0,0,0,0,0,2018,953,Graduated College,Business Support Manager,AWS|DevOps
2267,South Korea,male,0,0,0,0,0,0,0,2018,67,Graduated College,Trader,Finance|Investment Management|Structured Finance
2267,South Korea,male,0,0,0,0,0,0,0,2018,57,Graduated College,Trader,Finance|Investment Management|Structured Finance
2268,South Korea,male,0,0,0,0,0,0,0,2018,1075,Graduated College,Web Developer,iOS|Android
2268,South Korea,male,0,0,0,0,0,0,0,2018,1075,Graduated College,Web Developer,iOS|Android
2270,South Korea,male,0,78,6,0,0,0,0,2018,1092,Graduated College,Travel Agent,AMPL|Tableau
2270,South Korea,male,0,78,6,0,0,0,0,2018,1092,Graduated College,Travel Agent,AMPL|Tableau
2272,South Korea,female,0,3,3,0,0.5,0,0,2018,1192,Graduated College,Web Publisher,AWS|Linux|Docker|Jenkins|Node.js|Git|JavaScript|MySQL|SQL|React|GitHub|Python|JIRA|Redis|TypeScript|ElasticSearch|React.js|ExpressJS|Amazon Web Service|Nginx|REST
2272,South Korea,female,0,3,3,0,0.5,0,0,2018,1192,Graduated College,Web Publisher,AWS|Linux|Docker|Jenkins|Node.js|Git|JavaScript|MySQL|SQL|React|GitHub|Python|JIRA|Redis|TypeScript|ElasticSearch|React.js|ExpressJS|Amazon Web Service|Nginx|REST
2275,South Korea,female,0,12,3,0,0.2,0,0,2018,1151,Graduated College,Marketing Strategy Planner,Global Marketing
2275,South Korea,female,0,12,3,0,0.2,0,0,2018,1151,Graduated College,Marketing Strategy Planner,Global Marketing
2280,South Korea,male,0,2,0,0,0,0,0,2018,43,No College,Strategic Planner,HRIS
2280,South Korea,male,0,2,0,0,0,0,0,2018,24,No College,Strategic Planner,HRIS
2286,South Korea,male,0,5,0,0,0,0,0,2018,88,No College,International Sales Mgr.,GCP|Python|Java|Scala
2286,South Korea,male,0,5,0,0,0,0,0,2018,43,No College,International Sales Mgr.,GCP|Python|Java|Scala
2292,South Korea,male,0,0,0,0,0,0,0,2018,1090,Graduated College,Air Transportation Specialist,Logistics|Logistics Management
2292,South Korea,male,0,0,0,0,0,0,0,2018,1090,Graduated College,Air Transportation Specialist,Logistics|Logistics Management
2293,South Korea,male,0,4,0,0,0,0,0,2018,60,Graduated College,Unreal Developer,Adobe Photoshop|Adobe Illustrator
2293,South Korea,male,0,4,0,0,0,0,0,2018,49,Graduated College,Unreal Developer,Adobe Photoshop|Adobe Illustrator
2295,South Korea,male,0,0,0,0,0,0,0,2018,961,Graduated College,Social Marketer,AMPL|Tableau
2295,South Korea,male,0,0,0,0,0,0,0,2018,961,Graduated College,Social Marketer,AMPL|Tableau
2296,Czech Republic,female,0,75,0,0,0,0,0,2018,1129,Graduated College,Game Planner,.NET Core|C#|Unity3D|Slack|Jenkins|AWS|Python
2296,Czech Republic,female,0,75,0,0,0,0,0,2018,1129,Graduated College,Game Planner,.NET Core|C#|Unity3D|Slack|Jenkins|AWS|Python
2297,South Korea,female,0,0,0,0,0,0,0,2018,1013,Graduated College,Web Developer,TypeScript|Kotlin|Swift|React|JavaScript|HTML|React Native
2297,South Korea,female,0,0,0,0,0,0,0,2018,1013,Graduated College,Web Developer,TypeScript|Kotlin|Swift|React|JavaScript|HTML|React Native
2300,South Korea,male,0,2,0,0,0,0,0,2018,959,Graduated College,Web Developer,AWS|Nginx|Java|JavaScript|MySQL|Git|Jenkins|jQuery|Spring Boot|Memcached|Redis
2300,South Korea,male,0,2,0,0,0,0,0,2018,959,Graduated College,Web Developer,AWS|Nginx|Java|JavaScript|MySQL|Git|Jenkins|jQuery|Spring Boot|Memcached|Redis
2302,South Korea,male,0,14,0,0,0,0,0,2018,1063,Graduated College,Business Support Manager,Excel
2302,South Korea,male,0,14,0,0,0,0,0,2018,1063,Graduated College,Business Support Manager,Excel
2303,South Korea,male,0,0,0,0,0,0,0,2018,961,Graduated College,Strategic Planner,AMPL|Tableau
2303,South Korea,male,0,0,0,0,0,0,0,2018,961,Graduated College,Strategic Planner,AMPL|Tableau
2305,South Korea,male,0,0,0,0,0,0,0,2018,973,Graduated College,Social Marketer,Business Strategy|Business Operations|Marketing Strategy|Marketing Management|Distribution Strategies|Feasibility Studies|Online Sales|Sales Management|Sales Operations|Sales Enablement|Business Affairs
2305,South Korea,male,0,0,0,0,0,0,0,2018,973,Graduated College,Social Marketer,Business Strategy|Business Operations|Marketing Strategy|Marketing Management|Distribution Strategies|Feasibility Studies|Online Sales|Sales Management|Sales Operations|Sales Enablement|Business Affairs
2307,South Korea,female,0,1,0,0,0,0,0,2018,1131,Graduated College,PR Specialist,Compensation Structures|Compensations|Compensation Strategies|Compensation Planning
2307,South Korea,female,0,1,0,0,0,0,0,2018,1131,Graduated College,PR Specialist,Compensation Structures|Compensations|Compensation Strategies|Compensation Planning
2318,South Korea,male,0,2,0,0,0,0,0,2018,95,No College,Web Designer,Adobe Illustrator|Adobe Photoshop|Graphic Design|Adobe XD|Interaction Design|Service Design|Web Design|Sketch|UI Design
2318,South Korea,male,0,2,0,0,0,0,0,2018,18,No College,Web Designer,Adobe Illustrator|Adobe Photoshop|Graphic Design|Adobe XD|Interaction Design|Service Design|Web Design|Sketch|UI Design
2324,South Korea,female,0,1,0,0,0,0,0,2018,1221,Graduated College,Structural Engineer,HTML|CSS|Zeplin|Git
2324,South Korea,female,0,1,0,0,0,0,0,2018,1221,Graduated College,Structural Engineer,HTML|CSS|Zeplin|Git
2327,South Korea,female,0,0,0,0,0,0,0,2018,1173,Graduated College,Marketing Strategy Planner,Global Marketing
2327,South Korea,female,0,0,0,0,0,0,0,2018,1173,Graduated College,Marketing Strategy Planner,Global Marketing
2332,South Korea,female,0,1,0,0,0,0,0,2019,15,No College,Test Engineer,AWS|Azure
2332,South Korea,female,0,1,0,0,0,0,0,2019,3,No College,Test Engineer,AWS|Azure
2335,South Korea,male,0,44,0,0,0,0,0,2019,1084,Graduated College,Digital Marketer,Consulting
2335,South Korea,male,0,44,0,0,0,0,0,2019,1084,Graduated College,Digital Marketer,Consulting
2338,South Korea,male,0,30,0,0,0,0,0,2019,95,Graduated College,Service Technician,Advertising Management|Salesforce
2338,South Korea,male,0,30,0,0,0,0,0,2019,66,Graduated College,Service Technician,Advertising Management|Salesforce
2340,South Korea,male,0,4,0,0,0,0,0,2019,1185,No College,Illustrator,Adobe Photoshop|Adobe Illustrator
2340,South Korea,male,0,4,0,0,0,0,0,2019,1185,No College,Illustrator,Adobe Photoshop|Adobe Illustrator
2346,South Korea,female,0,0,0,0,0,0,0,2019,1093,Graduated College,Embedded Developer,Git|Solr|AWS|Azure|Java|JavaScript|HTML|Spring Framework|C / C++|WPF|.NET|C#|React|AngularJS|VueJS|CSS|ElasticSearch
2346,South Korea,female,0,0,0,0,0,0,0,2019,1093,Graduated College,Embedded Developer,Git|Solr|AWS|Azure|Java|JavaScript|HTML|Spring Framework|C / C++|WPF|.NET|C#|React|AngularJS|VueJS|CSS|ElasticSearch
2350,South Korea,female,0,7,0,0,0,0,0,2019,23,Graduated College,SEO Marketing Manager,Global Marketing
2350,South Korea,female,0,7,0,0,0,0,0,2019,7,Graduated College,SEO Marketing Manager,Global Marketing
2351,South Korea,female,0,5,0,0,0,0,0,2019,1045,Graduated College,UX Designer,Adobe Photoshop|Adobe Illustrator|Slack
2351,South Korea,female,0,5,0,0,0,0,0,2019,1045,Graduated College,UX Designer,Adobe Photoshop|Adobe Illustrator|Slack
2357,South Korea,male,0,10,4,0,0.6,0,0,2019,87,Graduated College,"Salary, Compensation",MS Office|Slack|Notion|Monday
2357,South Korea,male,0,10,4,0,0.6,0,0,2019,65,Graduated College,"Salary, Compensation",MS Office|Slack|Notion|Monday
2359,South Korea,female,0,12,0,0,0,0,0,2019,75,Graduated College,Strategic Planner,Adobe Photoshop|Figma|Sketch|Google Analytics
2359,South Korea,female,0,12,0,0,0,0,0,2019,60,Graduated College,Strategic Planner,Adobe Photoshop|Figma|Sketch|Google Analytics
2361,South Korea,male,0,0,0,0,0,0,0,2019,1131,Graduated College,Web Developer,ObjectiveC|Swift
2361,South Korea,male,0,0,0,0,0,0,0,2019,1131,Graduated College,Web Developer,ObjectiveC|Swift
2365,South Korea,male,0,27,4,0,0.7,0,0,2019,1140,Graduated College,"Salary, Compensation",AMPL|Tableau
2365,South Korea,male,0,27,4,0,0.7,0,0,2019,1140,Graduated College,"Salary, Compensation",AMPL|Tableau
2370,South Korea,female,0,0,0,0,0,0,0,2019,1161,Graduated College,Trader,Adobe Photoshop|Adobe Illustrator|Graphic Design|Figma|Zeplin
2370,South Korea,female,0,0,0,0,0,0,0,2019,1161,Graduated College,Trader,Adobe Photoshop|Adobe Illustrator|Graphic Design|Figma|Zeplin
2376,South Korea,male,0,4,0,0,0,0,0,2019,34,Graduated College,Technology Educator,HRIS
2376,South Korea,male,0,4,0,0,0,0,0,2019,8,Graduated College,Technology Educator,HRIS
2377,Japan,female,0,0,0,0,0,0,0,2019,989,Graduated College,"Video, Voice Engineer",Go|Node.js
2377,Japan,female,0,0,0,0,0,0,0,2019,989,Graduated College,"Video, Voice Engineer",Go|Node.js
2378,South Korea,male,0,0,0,0,0,0,0,2019,46,Graduated College,SEO Marketing Manager,Keyword Advertising|Search Advertising
2378,South Korea,male,0,0,0,0,0,0,0,2019,0,Graduated College,SEO Marketing Manager,Keyword Advertising|Search Advertising
2379,South Korea,male,0,0,0,0,0,0,0,2019,976,Graduated College,Writer,Marketing Strategy|Marketing Operations|Marketing Management|Content Management
2379,South Korea,male,0,0,0,0,0,0,0,2019,976,Graduated College,Writer,Marketing Strategy|Marketing Operations|Marketing Management|Content Management
2385,South Korea,female,0,3,3,0,0.4,0,0,2019,51,Graduated College,"Salary, Compensation",Excel
2385,South Korea,female,0,3,3,0,0.4,0,0,2019,33,Graduated College,"Salary, Compensation",Excel
2387,South Korea,male,0,7,3,0,1.4,0,0,2019,982,Graduated College,PR Specialist,AMPL|Tableau
2387,South Korea,male,0,7,3,0,1.4,0,0,2019,982,Graduated College,PR Specialist,AMPL|Tableau
2388,South Korea,female,0,4,0,0,0,0,0,2019,1192,Graduated College,Customer Service Manager,Strategic Planning
2388,South Korea,female,0,4,0,0,0,0,0,2019,1192,Graduated College,Customer Service Manager,Strategic Planning
2392,South Korea,male,0,1,0,0,0,0,0,2019,977,Graduated College,"HR Development, Training",Compensation Structures|Compensations|Compensation Strategies|Compensation Planning
2392,South Korea,male,0,1,0,0,0,0,0,2019,977,Graduated College,"HR Development, Training",Compensation Structures|Compensations|Compensation Strategies|Compensation Planning
2397,South Korea,female,0,4,0,0,0,0,0,2019,59,Graduated College,Logistics Manager,Java|JIRA|Git|Spring Boot|Spring Framework|SCM|iOS|Android|Kotlin|Swift
2397,South Korea,female,0,4,0,0,0,0,0,2019,51,Graduated College,Logistics Manager,Java|JIRA|Git|Spring Boot|Spring Framework|SCM|iOS|Android|Kotlin|Swift
2398,South Korea,female,0,10,3,0,0.2,0,0,2019,1142,Graduated College,Web Designer,Adobe Photoshop|Adobe Illustrator
2398,South Korea,female,0,10,3,0,0.2,0,0,2019,1142,Graduated College,Web Designer,Adobe Photoshop|Adobe Illustrator
2399,South Korea,male,0,11,0,0,0,0,2,2019,982,Graduated College,iOS Developer,Golang|Node.js|Python|Docker|Firebase|PostgreSQL|AWS|Azure|GCP|Kotlin|Swift|MVVM
2399,South Korea,male,0,11,0,0,0,0,2,2019,982,Graduated College,iOS Developer,Golang|Node.js|Python|Docker|Firebase|PostgreSQL|AWS|Azure|GCP|Kotlin|Swift|MVVM
2401,South Korea,male,0,0,0,0,0,0,0,2019,1140,Graduated College,Illustrator,Sketch|Figma
2401,South Korea,male,0,0,0,0,0,0,0,2019,1140,Graduated College,Illustrator,Sketch|Figma
2405,South Korea,male,0,6,0,0,0,0,0,2019,1161,No College,Web Developer,AWS|Git|TypeScript|MySQL|Redis
2405,South Korea,male,0,6,0,0,0,0,0,2019,1161,No College,Web Developer,AWS|Git|TypeScript|MySQL|Redis
2407,South Korea,male,0,2,0,0,0.2,0,0,2019,36,Graduated College,Business Development,SQL|MySQL
2407,South Korea,male,0,2,0,0,0.2,0,0,2019,23,Graduated College,Business Development,SQL|MySQL
2409,South Korea,male,0,2,0,0,0,0,0,2019,981,Graduated College,Industrial Designer,Adobe Photoshop|Adobe Illustrator|Figma|Graphic Design
2409,South Korea,male,0,2,0,0,0,0,0,2019,981,Graduated College,Industrial Designer,Adobe Photoshop|Adobe Illustrator|Figma|Graphic Design
2410,South Korea,male,0,18,3,0,0.3,0,0,2019,1061,Graduated College,Financial Analyst,Finance|Investment Management|Structured Finance
2410,South Korea,male,0,18,3,0,0.3,0,0,2019,1061,Graduated College,Financial Analyst,Finance|Investment Management|Structured Finance
2415,South Korea,male,0,0,0,0,0,0,0,2019,972,Graduated College,Project Manager,Marketing Operations|Marketing Strategy|Content Creation|Content Strategy|Facebook|Instagram|Google Analytics
2415,South Korea,male,0,0,0,0,0,0,0,2019,972,Graduated College,Project Manager,Marketing Operations|Marketing Strategy|Content Creation|Content Strategy|Facebook|Instagram|Google Analytics
2419,South Korea,female,0,2,0,0,0,0,0,2019,68,Graduated College,Illustrator,Adobe Photoshop|Adobe Illustrator
2419,South Korea,female,0,2,0,0,0,0,0,2019,25,Graduated College,Illustrator,Adobe Photoshop|Adobe Illustrator
2421,South Korea,female,0,0,0,0,0,0,0,2019,1122,Graduated College,Business Development,Project Control|Product Management
2421,South Korea,female,0,0,0,0,0,0,0,2019,1122,Graduated College,Business Development,Project Control|Product Management
2429,South Korea,male,0,40,0,0,0,0,0,2019,1105,Graduated College,DevOps / System Admin,AWS|Azure
2429,South Korea,male,0,40,0,0,0,0,0,2019,1105,Graduated College,DevOps / System Admin,AWS|Azure
2432,South Korea,female,0,1,0,0,0,0,0,2019,8,No College,Outbound Telemarketer,Affiliate Management|Partnership Marketing|B2B|Partner Management
2432,South Korea,female,0,1,0,0,0,0,0,2019,1,No College,Outbound Telemarketer,Affiliate Management|Partnership Marketing|B2B|Partner Management
2433,South Korea,female,0,2,0,0,0,0,0,2019,994,Graduated College,Web Designer,Adobe Photoshop|Adobe Illustrator
2433,South Korea,female,0,2,0,0,0,0,0,2019,994,Graduated College,Web Designer,Adobe Photoshop|Adobe Illustrator
2436,South Korea,female,0,0,0,0,0,0,0,2019,1198,Graduated College,Service Planner,Axure|Google Analytics|JIRA|Excel|SQL
2436,South Korea,female,0,0,0,0,0,0,0,2019,1198,Graduated College,Service Planner,Axure|Google Analytics|JIRA|Excel|SQL
2441,South Korea,male,0,17,4,0,0.3,0,0,2019,1119,No College,"System, Network Administrator",AWS|GCP|Azure
2441,South Korea,male,0,17,4,0,0.3,0,0,2019,1119,No College,"System, Network Administrator",AWS|GCP|Azure
2443,United States,female,0,190,4,0,0,0,0,2019,1069,Graduated College,Social Marketer,AMPL|Tableau
2443,United States,female,0,190,4,0,0,0,0,2019,1069,Graduated College,Social Marketer,AMPL|Tableau
2444,South Korea,female,0,7,0,0,0,0,0,2019,1183,Graduated College,Graphic Designer,Adobe Photoshop|Adobe Illustrator
2444,South Korea,female,0,7,0,0,0,0,0,2019,1183,Graduated College,Graphic Designer,Adobe Photoshop|Adobe Illustrator
2446,South Korea,male,0,0,0,0,0,0,0,2019,1013,Graduated College,Python Developer,C++|CUDA|Spring Framework|AWS|C#|Python
2446,South Korea,male,0,0,0,0,0,0,0,2019,1013,Graduated College,Python Developer,C++|CUDA|Spring Framework|AWS|C#|Python
2449,South Korea,female,0,2,0,0,0,0,0,2019,748,Graduated College,Social Marketer,Blogging|Video Editing|Social Media|Trend|Content Creation|Content Management|Content Development|Content Strategy|Blog Marketing
2449,South Korea,female,0,2,0,0,0,0,0,2019,748,Graduated College,Social Marketer,Blogging|Video Editing|Social Media|Trend|Content Creation|Content Management|Content Development|Content Strategy|Blog Marketing
2450,South Korea,female,0,0,0,0,0,0,0,2019,1022,Graduated College,UX Designer,UX Design
2450,South Korea,female,0,0,0,0,0,0,0,2019,1022,Graduated College,UX Designer,UX Design
2451,South Korea,male,0,0,0,0,0,0,0,2019,1212,Graduated College,Web Designer,UI Design|Adobe Photoshop|Graphic Design|Service Design|Web Design|Product Design|UX Design|Sketch|Figma|ProtoPie
2451,South Korea,male,0,0,0,0,0,0,0,2019,1212,Graduated College,Web Designer,UI Design|Adobe Photoshop|Graphic Design|Service Design|Web Design|Product Design|UX Design|Sketch|Figma|ProtoPie
2453,South Korea,male,0,0,0,0,0,0,0,2019,1114,No College,Marketing Strategy Planner,Marketing Operations|Marketing Strategy|Content Creation|Content Strategy|Facebook|Instagram|Google Analytics
2453,South Korea,male,0,0,0,0,0,0,0,2019,1114,No College,Marketing Strategy Planner,Marketing Operations|Marketing Strategy|Content Creation|Content Strategy|Facebook|Instagram|Google Analytics
2454,South Korea,male,0,1,0,0,0,0,0,2019,90,No College,Strategic Planner,AWS|DevOps|Python|Node.js|Powershell|Bash
2454,South Korea,male,0,1,0,0,0,0,0,2019,52,No College,Strategic Planner,AWS|DevOps|Python|Node.js|Powershell|Bash
2459,South Korea,male,0,0,0,0,0,0,0,2019,70,No College,Outbound Telemarketer,HRIS
2459,South Korea,male,0,0,0,0,0,0,0,2019,16,No College,Outbound Telemarketer,HRIS
2460,South Korea,male,0,2,0,0,0,0,0,2019,1008,Graduated College,Data Engineer,MySQL|Perl|Shell|Python|Java|JavaScript|SQL|JIRA|Confluence|Zeplin|Google Apps
2460,South Korea,male,0,2,0,0,0,0,0,2019,1008,Graduated College,Data Engineer,MySQL|Perl|Shell|Python|Java|JavaScript|SQL|JIRA|Confluence|Zeplin|Google Apps
2463,South Korea,male,0,11,0,0,0,0,0,2019,96,Graduated College,Store Manager,Accounting|IFRS|PowerPoint|PowerPC|MS Office
2463,South Korea,male,0,11,0,0,0,0,0,2019,79,Graduated College,Store Manager,Accounting|IFRS|PowerPoint|PowerPC|MS Office
2464,South Korea,male,0,0,0,0,0,0,0,2019,1213,Graduated College,Technical Support,TypeScript|Kotlin|Swift|React|JavaScript|HTML|React Native
2464,South Korea,male,0,0,0,0,0,0,0,2019,1213,Graduated College,Technical Support,TypeScript|Kotlin|Swift|React|JavaScript|HTML|React Native
2472,South Korea,male,0,3,0,0,0,0,0,2019,76,Graduated College,Recruiter,Compensation Structures|Compensations|Compensation Strategies|Compensation Planning
2472,South Korea,male,0,3,0,0,0,0,0,2019,42,Graduated College,Recruiter,Compensation Structures|Compensations|Compensation Strategies|Compensation Planning
2475,South Korea,male,0,9,0,0,0,0,0,2019,962,Graduated College,Property Manager,Finance|Investment Management|Structured Finance
2475,South Korea,male,0,9,0,0,0,0,0,2019,962,Graduated College,Property Manager,Finance|Investment Management|Structured Finance
2476,South Korea,female,0,0,0,0,0,0,0,2019,954,Graduated College,Test Engineer,GCP|Python|Java|Scala
2476,South Korea,female,0,0,0,0,0,0,0,2019,954,Graduated College,Test Engineer,GCP|Python|Java|Scala
2478,Japan,male,0,1,0,0,0,0,0,2019,53,Graduated College,Strategic Planner,Axure|Google Analytics|JIRA|Excel|SQL
2478,Japan,male,0,1,0,0,0,0,0,2019,35,Graduated College,Strategic Planner,Axure|Google Analytics|JIRA|Excel|SQL
2480,South Korea,female,0,0,0,0,0,0,0,2019,1122,Graduated College,General Affairs,Excel|MS Office|Python|Google Cloud Platform|Slack|Notion|JIRA|HWP|ERP Software|HR Management
2480,South Korea,female,0,0,0,0,0,0,0,2019,1122,Graduated College,General Affairs,Excel|MS Office|Python|Google Cloud Platform|Slack|Notion|JIRA|HWP|ERP Software|HR Management
2481,South Korea,male,0,2,0,0,0,0,0,2019,22,Graduated College,Marketer,Marketing Operations
2481,South Korea,male,0,2,0,0,0,0,0,2019,14,Graduated College,Marketer,Marketing Operations
2482,South Korea,male,0,4,0,0,0,0,0,2019,19,Graduated College,Sales Team Lead,Service Delivery|Service Management|Service Processes
2482,South Korea,male,0,4,0,0,0,0,0,2019,15,Graduated College,Sales Team Lead,Service Delivery|Service Management|Service Processes
2486,South Korea,male,0,2,0,0,0,0,0,2019,1160,Graduated College,Sales Team Lead,GCP|Python|Java|Scala
2486,South Korea,male,0,2,0,0,0,0,0,2019,1160,Graduated College,Sales Team Lead,GCP|Python|Java|Scala
2489,South Korea,female,0,0,0,0,0,0,0,2019,1051,Graduated College,Web Developer,Java|Kotlin|Spring Framework
2489,South Korea,female,0,0,0,0,0,0,0,2019,1051,Graduated College,Web Developer,Java|Kotlin|Spring Framework
2490,South Korea,female,0,0,0,0,0,0,0,2019,1103,No College,Customer Service Manager,Strategic Planning
2490,South Korea,female,0,0,0,0,0,0,0,2019,1103,No College,Customer Service Manager,Strategic Planning
2491,South Korea,male,0,0,0,0,0,0,0,2019,954,Graduated College,Web Developer,C|C++|Win32|WinDbg|Windows Server|MIS|Java|JavaScript|Kotlin|Spring Framework|Docker|AWS|GCP|Scala|Git|Python|Shell Scripting|RDBMS|NoSQL|HTML5|CSS|React|VueJS|AngularJS|MFC|Win32 API|DLP|Legacy Planning|DevOps|Apache|Tomcat|MySQL|Xen|VMware|Linux|iOS|Android|GitHub|React.js|C / C++|DB2
2491,South Korea,male,0,0,0,0,0,0,0,2019,954,Graduated College,Web Developer,C|C++|Win32|WinDbg|Windows Server|MIS|Java|JavaScript|Kotlin|Spring Framework|Docker|AWS|GCP|Scala|Git|Python|Shell Scripting|RDBMS|NoSQL|HTML5|CSS|React|VueJS|AngularJS|MFC|Win32 API|DLP|Legacy Planning|DevOps|Apache|Tomcat|MySQL|Xen|VMware|Linux|iOS|Android|GitHub|React.js|C / C++|DB2
2492,South Korea,female,0,3,0,0,0,0,0,2019,1193,Graduated College,Secretary,Java
2492,South Korea,female,0,3,0,0,0,0,0,2019,1193,Graduated College,Secretary,Java
2498,South Korea,male,0,0,0,0,0,0,0,2019,1077,Graduated College,"System, Network Administrator",AWS|Azure
2498,South Korea,male,0,0,0,0,0,0,0,2019,1077,Graduated College,"System, Network Administrator",AWS|Azure
2499,South Korea,male,0,0,0,0,0,0,0,2019,984,Graduated College,Travel Agent,Marketing Strategy|Content Creation|Content Development|Brand Management|Brand Strategy|Brand Communication|Salesforce.com
2499,South Korea,male,0,0,0,0,0,0,0,2019,77,Graduated College,Travel Agent,Marketing Strategy|Content Creation|Content Development|Brand Management|Brand Strategy|Brand Communication|Salesforce.com
2512,South Korea,male,0,1,0,0,0,0,0,2019,1228,Graduated College,Web Designer,UI Design|Adobe Photoshop|Adobe Illustrator
2512,South Korea,male,0,1,0,0,0,0,0,2019,1228,Graduated College,Web Designer,UI Design|Adobe Photoshop|Adobe Illustrator
2516,South Korea,female,0,10,0,0,0,0,0,2019,50,Graduated College,Python Developer,C++|CUDA|Spring Framework|AWS|C#|Python
2516,South Korea,female,0,10,0,0,0,0,0,2019,41,Graduated College,Python Developer,C++|CUDA|Spring Framework|AWS|C#|Python
2517,South Korea,female,0,10,0,0,0,0,0,2019,1175,Graduated College,Store Manager,Accounting|IFRS|PowerPoint|PowerPC|MS Office
2517,South Korea,female,0,10,0,0,0,0,0,2019,1175,Graduated College,Store Manager,Accounting|IFRS|PowerPoint|PowerPC|MS Office
2518,South Korea,male,0,4,0,0,0,0,0,2019,24,Graduated College,Service Planner,Axure|Google Analytics|JIRA|Excel|SQL
2518,South Korea,male,0,4,0,0,0,0,0,2019,16,Graduated College,Service Planner,Axure|Google Analytics|JIRA|Excel|SQL
